,7n9c_D,7d8b_B,7l6v_D,7p5v_G,6zwk_A,7ocy_C,7cz0_E,7oan_F,7m1h_F,7kd0_C,7tpr_D,7z1b_E,7nft_C,7rby_B,7d4b_B,7e6u_B,7p5w_G,7vfa_D,7s7r_B,7fau_B,7nfr_B,7lzp_C,7r63_A,7l6v_B,7php_N,7anq_B,7m1h_E,7z1c_E,7olz_B,7d6y_B,7r4i_D,7fat_B,7sl9_B,7nqa_C,7te8_A,7o06_A,7p6k_G,7omn_A,7te8_C,7p60_G,7ar0_B,7l6v_C,7qbg_E,7qbe_E,7t5f_B,7lzp_B,7na9_D,7s2r_B,7b2p_D,7r74_B,7p5y_G,7qiv_C,7r98_D,7r20_B,7czd_A,7tpr_F,7e53_B,7f5g_B,7zfb_M,7ndf_C,7t5f_C,7ngh_D,7rnn_C,7z1a_E,7apj_B,7lzp_G,7nfq_C,7ooi_A,7nqk_B,7djx_A,7pqg_B,7djy_A,7vfb_B,7r4r_D,7r4q_D
6rpj_B,70,58,59,67,71,58,67,65,63,66,68,69,69,68,68,71,68,70,73,71,65,58,61,63,64,64,60,69,73,56,69,74,70,59,69,67,68,60,65,71,71,58,67,66,63,62,71,68,61,67,71,73,61,66,66,68,69,65,66,65,65,68,66,69,62,56,66,60,63,71,71,69,73,70,68
7n9e_D,70,59,62,69,69,63,68,58,69,70,70,65,67,66,70,70,71,64,67,64,73,62,62,66,66,63,61,65,73,60,64,69,69,60,63,66,68,63,63,64,65,57,69,64,72,61,65,62,72,66,73,68,59,65,72,68,65,62,66,66,65,68,69,65,65,55,72,63,61,72,68,68,63,66,67
7qic_B,74,57,61,68,73,62,70,62,66,67,64,76,71,67,70,66,68,63,75,63,62,62,65,64,66,72,59,76,78,56,63,69,73,62,63,67,68,61,64,68,72,60,72,68,62,64,73,64,60,67,70,73,66,69,66,63,65,61,65,67,65,66,70,76,62,54,66,60,64,76,71,70,67,66,66
7qia_B,74,57,61,68,73,62,70,62,66,67,64,76,71,67,70,66,68,63,75,63,62,62,65,64,66,72,59,76,78,56,63,69,73,62,63,67,68,61,64,68,72,60,72,68,62,64,73,64,60,67,70,73,66,69,66,63,65,61,65,67,65,66,70,76,62,54,66,60,64,76,71,70,67,66,66
6tej_C,71,61,66,83,71,71,81,64,70,71,69,71,70,66,71,70,88,66,74,65,69,66,65,69,69,66,62,71,77,62,67,67,77,66,67,71,82,63,67,70,70,63,68,65,69,60,69,62,70,70,87,73,62,73,72,70,66,68,67,71,70,83,76,71,73,59,73,60,61,74,69,72,66,72,69
3tpk_A,66,59,65,67,67,62,67,67,66,69,67,68,70,69,67,66,69,66,71,67,64,66,61,65,67,63,64,68,72,59,66,68,66,62,70,67,69,60,70,72,67,57,69,65,66,58,67,62,66,68,68,68,60,64,68,75,64,64,68,67,65,67,69,67,64,56,66,62,63,70,65,67,69,73,72
7spa_C,70,58,61,66,69,57,64,60,62,62,60,72,67,67,67,62,67,63,70,63,59,62,61,61,65,64,60,72,74,58,62,66,68,56,60,63,65,62,59,67,69,57,61,65,61,63,68,58,63,65,66,69,61,61,61,60,66,61,63,63,65,65,65,71,62,52,63,60,65,72,67,66,65,63,66
7sp9_C,70,58,61,66,69,57,64,60,62,62,60,72,67,67,67,62,67,63,70,63,59,62,61,61,65,64,60,72,74,58,62,66,68,56,60,63,65,62,59,67,69,57,61,65,61,63,68,58,63,65,66,69,61,61,61,60,66,61,63,63,65,65,65,71,62,52,63,60,65,72,67,66,65,63,66
7sp8_C,70,58,61,66,69,57,64,60,62,62,60,72,67,67,67,62,67,63,70,63,59,62,61,61,65,64,60,72,74,58,62,66,68,56,60,63,65,62,59,67,69,57,61,65,61,63,68,58,63,65,66,69,61,61,61,60,66,61,63,63,65,65,65,71,62,52,63,60,65,72,67,66,65,63,66
7sp7_C,70,58,61,66,69,57,64,60,62,62,60,72,67,67,67,62,67,63,70,63,59,62,61,61,65,64,60,72,74,58,62,66,68,56,60,63,65,62,59,67,69,57,61,65,61,63,68,58,63,65,66,69,61,61,61,60,66,61,63,63,65,65,65,71,62,52,63,60,65,72,67,66,65,63,66
7sp6_C,70,58,61,66,69,57,64,60,62,62,60,72,67,67,67,62,67,63,70,63,59,62,61,61,65,64,60,72,74,58,62,66,68,56,60,63,65,62,59,67,69,57,61,65,61,63,68,58,63,65,66,69,61,61,61,60,66,61,63,63,65,65,65,71,62,52,63,60,65,72,67,66,65,63,66
2p48_B,68,54,59,71,70,63,70,63,66,66,64,70,69,66,67,66,70,65,73,66,64,60,60,65,68,61,62,70,71,55,67,68,72,60,67,66,70,62,65,73,67,59,67,65,67,59,68,64,60,67,70,74,62,66,63,66,62,63,65,65,69,69,68,69,65,57,65,61,60,71,68,70,68,70,69
2p47_B,68,54,59,71,70,63,70,63,66,66,64,70,69,66,67,66,70,65,73,66,64,60,60,65,68,61,62,70,71,55,67,68,72,60,67,66,70,62,65,73,67,59,67,65,67,59,68,64,60,67,70,74,62,66,63,66,62,63,65,65,69,69,68,69,65,57,65,61,60,71,68,70,68,70,69
2p46_B,68,54,59,71,70,63,70,63,66,66,64,70,69,66,67,66,70,65,73,66,64,60,60,65,68,61,62,70,71,55,67,68,72,60,67,66,70,62,65,73,67,59,67,65,67,59,68,64,60,67,70,74,62,66,63,66,62,63,65,65,69,69,68,69,65,57,65,61,60,71,68,70,68,70,69
2p45_B,68,54,59,71,70,63,70,63,66,66,64,70,69,66,67,66,70,65,73,66,64,60,60,65,68,61,62,70,71,55,67,68,72,60,67,66,70,62,65,73,67,59,67,65,67,59,68,64,60,67,70,74,62,66,63,66,62,63,65,65,69,69,68,69,65,57,65,61,60,71,68,70,68,70,69
2p44_B,68,54,59,71,70,63,70,63,66,66,64,70,69,66,67,66,70,65,73,66,64,60,60,65,68,61,62,70,71,55,67,68,72,60,67,66,70,62,65,73,67,59,67,65,67,59,68,64,60,67,70,74,62,66,63,66,62,63,65,65,69,69,68,69,65,58,65,61,60,71,68,70,68,70,69
3k80_A,73,57,60,69,74,65,68,64,64,67,61,72,73,67,70,66,70,63,77,63,65,60,64,66,68,69,62,71,74,59,62,69,73,61,63,68,67,59,65,66,72,63,66,65,63,62,69,65,65,67,69,73,68,68,65,66,64,60,62,62,65,69,65,71,63,55,65,60,65,74,71,70,66,65,65
7lx5_A,70,61,62,71,70,66,70,66,68,70,69,69,70,72,70,68,73,64,73,65,75,62,65,69,68,68,63,69,71,64,65,69,72,63,66,70,70,67,69,67,69,62,70,70,73,62,68,64,73,69,72,69,64,68,77,73,63,67,69,63,66,71,74,70,65,55,77,67,62,73,69,69,66,71,70
1zv5_A,70,57,61,69,70,64,70,69,68,68,69,67,69,70,69,69,69,70,73,67,66,60,61,65,70,63,61,67,73,56,69,71,72,62,67,68,71,63,67,71,67,60,72,64,68,61,67,65,65,67,71,72,62,67,68,73,65,65,67,66,67,69,69,67,64,55,71,63,60,73,70,69,73,75,74
4wen_B,65,55,65,68,70,65,67,61,66,65,63,65,70,68,72,66,69,62,71,62,63,64,65,63,68,62,65,65,70,56,63,64,72,63,63,71,67,59,64,66,68,61,66,67,66,58,66,59,63,71,69,72,60,70,64,68,60,63,60,66,68,66,68,66,66,57,65,59,62,71,67,65,63,67,66
7eow_B,68,63,59,65,70,61,66,59,65,66,65,71,70,68,69,63,66,60,70,65,63,58,63,65,68,67,63,71,71,60,62,68,67,61,66,71,65,65,66,66,70,59,69,65,63,64,70,63,63,70,67,71,63,67,67,65,60,60,64,63,65,65,69,70,62,52,66,64,65,70,68,64,68,66,63
7a6o_B,68,63,59,65,70,61,66,59,65,66,65,71,70,68,69,63,66,60,70,65,63,58,63,65,68,67,63,71,71,60,62,68,67,61,66,71,65,65,66,66,70,59,69,65,63,64,70,63,63,70,67,71,63,67,67,65,60,60,64,63,65,65,69,70,62,52,66,64,65,70,68,64,68,66,63
7om5_A,71,58,64,69,75,64,71,67,67,68,68,72,76,69,72,74,70,68,80,67,67,61,67,67,67,72,64,72,76,60,69,70,75,63,66,70,71,61,66,69,73,61,67,68,64,65,73,67,67,72,71,73,68,70,68,68,68,64,67,66,67,70,72,74,66,56,72,65,67,78,71,71,69,70,70
7om4_B,71,58,64,69,75,64,71,67,67,68,68,72,76,69,72,74,70,68,80,67,67,61,67,67,67,72,64,72,76,60,69,70,75,63,66,70,71,61,66,69,73,61,67,68,64,65,73,67,67,72,71,73,68,70,68,68,68,64,67,66,67,70,72,74,66,56,72,65,67,78,71,71,69,70,70
1sjx_A,67,59,67,74,72,68,74,65,72,66,68,70,71,67,71,70,74,66,79,65,66,68,67,69,72,66,68,70,71,59,67,70,78,67,68,77,74,63,69,70,71,63,69,67,68,60,69,65,65,78,74,74,64,75,69,66,65,68,62,75,72,75,72,70,72,62,71,63,63,72,67,70,68,74,69
6z1v_B,71,56,60,68,75,62,68,62,69,69,64,73,73,66,67,70,70,65,76,66,66,62,63,67,69,65,61,73,76,56,63,69,72,62,68,67,69,63,67,69,73,60,67,67,66,62,74,62,70,70,71,71,66,68,67,65,63,63,65,66,67,71,70,74,66,56,67,63,65,76,72,72,65,70,67
5vl2_A,71,55,60,66,71,60,67,65,61,68,63,71,72,68,66,67,67,67,73,65,62,58,65,64,65,68,60,71,71,55,61,66,73,62,66,65,67,60,66,66,71,60,66,68,64,64,67,63,61,66,68,69,67,66,65,64,64,63,66,62,65,66,69,70,62,53,66,62,61,71,71,71,64,67,67
6h72_C,68,59,64,72,70,68,72,61,71,66,65,69,73,66,71,67,74,66,75,64,66,64,64,69,70,67,64,70,72,58,66,68,73,66,67,74,72,63,67,67,72,63,68,67,65,58,69,62,64,72,74,72,65,72,66,66,63,67,65,69,70,71,71,69,71,60,68,62,63,72,67,71,66,74,67
6h71_C,68,59,64,72,70,68,72,61,71,66,65,69,73,66,71,67,74,66,75,64,66,64,64,69,70,67,64,70,72,58,66,68,73,66,67,74,72,63,67,67,72,63,68,67,65,58,69,62,64,72,74,72,65,72,66,66,63,67,65,69,70,71,71,69,71,60,68,62,63,72,67,71,66,74,67
7nik_F,66,55,71,70,70,66,71,63,70,68,61,67,72,66,72,65,69,60,71,64,67,68,61,68,73,67,65,67,69,54,61,67,72,63,65,75,70,61,66,63,67,67,66,63,68,60,64,58,65,70,69,71,63,71,68,65,63,66,63,69,70,71,74,67,69,61,71,62,63,70,67,67,63,70,68
4lgp_B,61,53,56,66,60,57,65,65,58,63,58,62,62,65,60,61,62,57,63,57,60,58,54,64,61,60,58,62,61,54,62,59,61,54,61,61,63,56,60,61,60,57,62,58,65,59,58,57,61,61,64,62,57,63,63,61,56,62,63,59,65,65,68,62,63,59,69,56,54,65,63,62,60,63,65
5mwn_D,66,58,68,74,68,69,73,62,72,65,65,68,69,63,74,63,72,67,70,65,65,68,63,68,70,61,64,67,69,57,66,64,73,63,63,71,73,63,63,68,64,58,65,63,68,61,65,61,66,73,74,70,57,71,67,66,63,65,66,72,69,72,71,67,71,62,70,61,60,69,66,67,63,71,70
5m30_D,66,58,68,74,68,69,73,62,72,65,65,68,69,63,74,63,72,67,70,65,65,68,63,68,70,61,64,67,69,57,66,64,73,63,63,71,73,63,63,68,64,58,65,63,68,61,65,61,66,73,74,70,57,71,67,66,63,65,66,72,69,72,71,67,71,62,70,61,60,69,66,67,63,71,70
5m2w_A,66,58,68,74,68,69,73,62,72,65,65,68,69,63,74,63,72,67,70,65,65,68,63,68,70,61,64,67,69,57,66,64,73,63,63,71,73,63,63,68,64,58,65,63,68,61,65,61,66,73,74,70,57,71,67,66,63,65,66,72,69,72,71,67,71,62,70,61,60,69,66,67,63,71,70
7nj3_F,71,59,62,68,72,63,68,63,65,68,62,72,70,70,69,66,68,65,77,65,67,62,65,64,66,69,63,70,75,58,66,67,73,63,66,69,67,61,68,70,74,60,68,70,62,62,68,63,64,69,69,70,66,67,67,69,63,65,65,64,66,67,67,70,63,58,67,61,63,73,71,71,67,70,66
5u65_A,69,56,58,66,66,60,65,60,65,65,66,67,66,70,65,67,64,66,70,66,64,56,61,60,63,63,56,67,68,56,63,71,68,57,61,66,65,59,63,66,67,57,63,66,62,58,67,65,63,66,65,67,66,63,67,67,66,60,63,61,61,66,63,68,60,56,66,58,60,68,67,66,69,68,71
6t2j_A,66,69,62,68,66,60,68,59,66,64,66,66,74,67,67,63,69,65,69,61,75,64,62,67,67,62,60,65,67,67,60,63,67,61,72,64,70,72,73,60,65,56,69,63,73,59,65,58,76,65,71,67,61,69,75,70,59,63,67,65,66,68,70,65,65,58,77,70,57,70,63,66,61,65,68
6sc9_B,66,69,62,68,66,60,68,59,66,64,66,66,74,67,67,63,69,65,69,61,75,64,62,67,67,62,60,65,67,67,60,63,67,61,72,64,70,72,73,60,65,56,69,63,73,59,65,58,76,65,71,67,61,69,75,70,59,63,67,65,66,68,70,65,65,58,77,70,57,70,63,66,61,65,68
6sc8_B,66,69,62,68,66,60,68,59,66,64,66,66,74,67,67,63,69,65,69,61,75,64,62,67,67,62,60,65,67,67,60,63,67,61,72,64,70,72,73,60,65,56,69,63,73,59,65,58,76,65,71,67,61,69,75,70,59,63,67,65,66,68,70,65,65,58,77,70,57,70,63,66,61,65,68
6sc7_B,66,69,62,68,66,60,68,59,66,64,66,66,74,67,67,63,69,65,69,61,75,64,62,67,67,62,60,65,67,67,60,63,67,61,72,64,70,72,73,60,65,56,69,63,73,59,65,58,76,65,71,67,61,69,75,70,59,63,67,65,66,68,70,65,65,58,77,70,57,70,63,66,61,65,68
6sc6_B,66,69,62,68,66,60,68,59,66,64,66,66,74,67,67,63,69,65,69,61,75,64,62,67,67,62,60,65,67,67,60,63,67,61,72,64,70,72,73,60,65,56,69,63,73,59,65,58,76,65,71,67,61,69,75,70,59,63,67,65,66,68,70,65,65,58,77,70,57,70,63,66,61,65,68
6sc5_B,66,69,62,68,66,60,68,59,66,64,66,66,74,67,67,63,69,65,69,61,75,64,62,67,67,62,60,65,67,67,60,63,67,61,72,64,70,72,73,60,65,56,69,63,73,59,65,58,76,65,71,67,61,69,75,70,59,63,67,65,66,68,70,65,65,58,77,70,57,70,63,66,61,65,68
5eul_V,68,56,68,73,70,71,73,67,70,69,64,68,71,67,74,65,71,61,71,61,68,70,66,71,69,67,68,69,70,58,64,64,72,65,65,73,72,63,67,66,65,66,67,64,69,58,66,61,67,77,71,72,62,75,69,67,62,69,66,69,73,73,75,68,69,64,73,63,63,70,66,71,63,70,69
1ieh_A,67,62,62,70,65,63,71,61,66,70,68,67,71,71,69,65,68,64,73,63,78,62,62,67,65,65,59,67,70,62,62,67,70,60,69,69,70,65,70,62,67,57,66,66,74,57,62,60,78,69,70,67,63,68,85,70,62,66,65,66,68,71,73,67,66,56,79,64,57,71,65,65,64,68,69
4i1n_B,66,54,54,61,63,56,61,60,59,58,58,66,63,66,61,60,61,58,69,60,55,54,60,58,62,62,57,66,66,54,59,63,65,55,60,59,61,58,59,61,65,54,61,63,57,61,64,62,57,61,62,64,60,61,57,57,60,55,61,56,63,61,60,65,57,52,61,57,63,67,66,63,64,62,60
3qyc_A,63,63,58,66,62,59,66,59,64,63,63,68,67,67,64,60,66,61,69,59,67,61,59,62,66,60,59,68,66,64,62,64,66,64,66,65,67,65,68,61,65,57,69,63,69,59,63,56,70,65,71,66,57,62,68,65,57,59,62,61,63,66,67,68,63,54,71,66,58,68,62,63,61,64,64
6nfj_B,73,59,63,74,74,64,72,66,66,70,65,73,73,67,69,72,73,68,77,68,65,63,71,65,68,69,64,72,76,59,67,71,74,61,66,67,73,59,67,71,74,62,69,70,65,63,75,64,64,68,74,75,65,67,66,67,70,64,72,66,69,76,68,72,67,56,66,64,65,77,75,73,69,72,72
6ibl_C,73,60,69,74,73,70,74,64,74,69,67,72,73,68,78,69,79,65,77,63,68,69,67,69,73,67,67,72,75,59,67,70,79,66,67,79,74,64,68,71,71,63,70,67,67,60,70,64,67,77,80,76,65,79,70,67,64,70,64,72,73,74,74,72,75,60,72,63,61,74,70,70,67,72,72
6h7j_C,73,60,69,74,73,70,74,64,74,69,67,72,73,68,78,69,79,65,77,63,68,69,67,69,73,67,67,72,75,59,67,70,79,66,67,79,74,64,68,71,71,63,70,67,67,60,70,64,67,77,80,76,65,79,70,67,64,70,64,72,73,74,74,72,75,60,72,63,61,74,70,70,67,72,72
3p0g_B,73,60,69,74,73,70,74,64,74,69,67,72,73,68,78,69,79,65,77,63,68,69,67,69,73,67,67,72,75,59,67,70,79,66,67,79,74,64,68,71,71,63,70,67,67,60,70,64,67,77,80,76,65,79,70,67,64,70,64,72,73,74,74,72,75,60,72,63,61,74,70,70,67,72,72
1qd0_A,71,57,59,70,70,59,68,63,64,64,64,72,72,68,66,68,70,67,77,66,63,59,65,64,65,69,63,72,73,57,65,66,72,62,65,69,70,63,64,67,74,58,66,67,63,62,68,62,63,68,71,67,65,67,65,65,63,62,65,64,68,69,67,73,62,55,66,61,64,74,71,69,66,69,63
6rty_B,67,59,66,71,71,66,72,61,70,67,66,66,70,67,73,69,71,67,73,68,65,66,62,69,74,62,64,66,70,59,64,67,75,66,65,78,74,63,67,66,68,63,69,64,67,55,70,62,65,71,73,70,62,73,69,68,64,69,67,70,71,74,74,66,72,61,69,62,61,70,67,65,67,73,69
6rtw_B,67,59,66,71,71,66,72,61,70,67,66,66,70,67,73,69,71,67,73,68,65,66,62,69,74,62,64,66,70,59,64,67,75,66,65,78,74,63,67,66,68,63,69,64,67,55,70,62,65,71,73,70,62,73,69,68,64,69,67,70,71,74,74,66,72,61,69,62,61,70,67,65,67,73,69
6xxn_A,67,55,58,65,67,59,64,63,62,66,65,64,65,63,67,69,65,70,69,67,63,57,59,62,62,62,60,65,69,56,66,69,69,57,63,65,64,58,61,70,67,58,62,65,63,58,64,66,61,62,66,68,60,62,63,66,68,59,62,60,67,63,64,65,61,54,66,58,61,69,67,66,71,68,68
6cwk_A,69,56,61,65,71,60,67,62,62,63,63,71,71,69,67,64,68,63,72,65,62,60,64,63,63,68,60,71,74,57,63,69,69,57,62,63,67,57,61,66,70,60,63,67,62,64,71,62,64,63,67,71,63,61,60,63,64,60,64,63,63,64,64,71,64,51,63,57,64,72,70,69,68,66,66
6cwg_B,69,56,61,65,71,60,67,62,62,63,63,71,71,69,67,64,68,63,72,65,62,60,64,63,63,68,60,71,74,57,63,69,69,57,62,63,67,57,61,66,70,60,63,67,62,64,71,62,64,63,67,71,63,61,60,63,64,60,64,63,63,64,64,71,64,51,63,57,64,72,70,69,68,66,66
6rqm_B,67,63,59,67,67,59,66,60,67,63,68,70,66,68,70,66,68,65,71,64,66,59,59,63,69,63,63,70,69,65,67,72,69,62,68,68,66,69,67,69,69,58,69,67,68,64,67,67,66,66,68,68,61,66,69,67,63,63,62,64,68,66,64,70,59,55,69,69,61,71,66,65,70,67,67
6hjy_G,71,57,58,69,73,62,70,62,67,71,65,73,73,68,72,70,70,65,74,67,65,60,66,69,70,70,66,73,74,57,65,69,74,62,66,72,69,62,65,72,73,63,69,68,67,63,70,62,65,72,71,79,68,71,66,65,64,65,65,68,69,69,72,74,67,53,69,62,63,74,71,72,70,67,67
3qxu_A,74,59,60,71,72,65,72,65,66,66,65,71,70,67,71,66,71,67,75,64,64,63,65,65,67,68,67,71,73,62,65,68,70,60,67,66,70,63,65,65,71,62,66,66,64,62,70,64,64,68,70,72,64,67,65,68,64,63,68,65,68,70,69,71,65,60,65,61,64,74,72,73,64,69,69
3qxt_A,74,59,60,71,72,65,72,65,66,66,65,71,70,67,71,66,71,67,75,64,64,63,65,65,67,68,67,71,73,62,65,68,70,60,67,66,70,63,65,65,71,62,66,66,64,62,70,64,64,68,70,72,64,67,65,68,64,63,68,65,68,70,69,71,65,60,65,61,64,74,72,73,64,69,69
1g6v_K,74,58,60,67,71,61,71,67,67,63,69,73,67,70,69,72,70,67,73,71,63,58,62,65,68,69,63,73,72,59,72,73,70,60,65,66,68,61,64,73,68,61,70,67,64,64,71,68,64,69,72,74,63,67,66,70,68,62,67,65,69,70,68,73,65,54,70,62,61,73,70,70,77,75,73
1f2x_K,74,58,60,67,71,61,71,67,67,63,69,73,67,70,69,72,70,67,73,71,63,58,62,65,68,69,63,73,72,59,72,73,70,60,65,66,68,61,64,73,68,61,70,67,64,64,71,68,64,69,72,74,63,67,66,70,68,62,67,65,69,70,68,73,65,54,70,62,61,73,70,70,77,75,73
7bnw_A,69,61,63,70,70,66,73,64,69,70,65,72,70,65,72,70,73,68,75,66,67,63,65,66,66,67,63,71,75,60,69,67,73,66,68,71,71,61,67,69,71,62,65,67,65,61,68,64,64,72,74,70,64,70,65,71,65,69,65,66,66,73,69,72,68,57,67,61,65,73,72,71,68,71,71
7bc7_B,68,59,61,72,69,61,69,62,68,69,69,66,69,64,68,70,70,65,70,63,73,61,60,73,65,65,63,66,68,60,61,62,66,60,67,69,68,64,64,62,67,62,66,60,75,58,65,62,74,67,71,66,61,66,76,67,60,64,68,65,67,70,74,67,68,57,78,63,62,71,63,68,61,66,64
7bc6_B,68,59,61,72,69,61,69,62,68,69,69,66,69,64,68,70,70,65,70,63,73,61,60,73,65,65,63,66,68,60,61,62,66,60,67,69,68,64,64,62,67,62,66,60,75,58,65,62,74,67,71,66,61,66,76,67,60,64,68,65,67,70,74,67,68,57,78,63,62,71,63,68,61,66,64
7c8v_A,69,60,64,88,68,72,88,63,67,72,65,69,68,65,68,66,86,64,76,63,68,64,62,72,68,62,62,69,69,60,66,67,75,63,66,68,89,62,68,69,68,59,66,65,71,58,66,62,70,72,84,70,61,72,73,67,62,67,64,71,69,90,76,69,72,59,73,62,61,70,67,72,66,71,69
6qx4_C,69,59,71,75,73,71,76,65,76,68,69,74,72,69,77,69,77,64,76,64,68,72,68,72,76,67,68,74,74,59,69,68,76,67,67,80,74,65,69,71,72,63,71,67,68,64,72,64,68,77,79,79,62,76,69,67,63,70,66,75,76,76,73,74,75,62,73,66,63,74,71,71,67,73,71
6f2w_B,74,60,60,70,74,64,69,65,65,67,68,74,76,67,72,67,72,66,78,66,69,59,65,67,68,71,62,74,77,61,66,69,73,61,65,67,69,63,66,70,75,59,67,67,64,66,74,63,66,70,71,75,70,69,68,70,66,65,65,67,65,69,71,74,65,54,69,63,67,78,71,69,69,69,72
6f2g_B,74,60,60,70,74,64,69,65,65,67,68,74,76,67,72,67,72,66,78,66,69,59,65,67,68,71,62,74,77,61,66,69,73,61,65,67,69,63,66,70,75,59,67,67,64,66,74,63,66,70,71,75,70,69,68,70,66,65,65,67,65,69,71,74,65,54,69,63,67,78,71,69,69,69,72
4i13_B,66,54,54,61,65,56,61,60,59,58,57,66,63,66,61,60,61,58,69,60,55,54,61,58,61,63,57,66,66,54,59,64,65,55,61,58,61,57,59,61,65,55,62,63,57,61,64,64,57,61,62,64,60,61,57,57,61,55,61,56,63,61,60,65,57,52,61,57,63,67,65,63,64,62,61
5nqw_C,66,61,63,70,67,59,67,62,66,66,65,64,69,65,69,64,68,62,69,62,69,62,62,66,67,61,59,64,69,60,58,64,70,60,66,66,70,67,68,62,63,55,69,62,73,56,65,62,75,63,69,64,57,66,73,66,59,65,64,64,61,69,66,64,64,57,73,66,61,69,63,65,61,63,66
6mxt_N,66,59,70,71,66,67,71,61,72,69,62,68,70,65,71,67,70,65,72,63,70,73,66,74,69,61,67,68,72,59,64,65,70,67,68,73,71,64,66,64,67,59,64,60,72,58,63,58,70,70,71,69,59,69,70,68,63,70,65,71,68,71,73,67,71,61,72,63,61,70,68,68,65,70,69
7pij_N,67,56,61,66,71,65,66,63,70,69,62,68,68,67,70,64,68,60,70,59,62,64,61,65,75,64,62,66,69,56,64,64,68,63,64,69,66,59,65,67,67,59,72,66,61,53,65,59,63,68,68,71,61,71,62,66,60,68,66,71,68,65,69,66,65,58,62,62,61,69,63,66,64,68,65
7phq_E,67,56,61,66,71,65,66,63,70,69,62,68,68,67,70,64,68,60,70,59,62,64,61,65,75,64,62,66,69,56,64,64,68,63,64,69,66,59,65,67,67,59,72,66,61,53,65,59,63,68,68,71,61,71,62,66,60,68,66,71,68,65,69,66,65,58,62,62,61,69,63,66,64,68,65
4ios_D,72,56,60,64,72,62,66,64,63,66,60,75,68,67,67,64,68,63,76,62,59,59,63,66,65,68,58,75,77,56,65,68,70,58,62,65,65,59,62,67,73,57,67,67,60,62,69,60,61,68,67,72,64,63,63,65,63,59,65,62,63,67,65,76,61,52,63,59,66,75,72,68,68,68,64
7d2z_A,67,59,65,87,69,71,88,64,65,71,65,69,68,65,68,66,82,66,75,65,68,65,63,70,68,62,61,69,71,59,68,66,74,63,71,69,90,62,70,70,70,59,67,66,70,58,67,60,68,71,83,71,61,71,73,67,63,69,65,72,69,88,75,69,71,60,73,62,61,71,67,70,64,73,69
7a17_B,69,58,64,69,72,64,70,65,67,67,65,74,72,67,70,69,70,63,75,67,62,66,62,68,69,69,63,74,74,58,68,66,72,63,67,68,70,63,68,69,71,61,66,67,63,63,71,62,64,70,72,72,64,68,67,67,66,64,69,65,66,69,69,75,66,53,69,62,67,73,71,71,68,70,69
5dxw_A,64,55,67,74,66,70,73,60,68,72,61,67,71,63,72,62,72,58,68,60,69,70,60,73,67,62,65,66,69,56,60,62,69,65,63,72,74,59,64,59,63,69,65,60,66,57,64,58,68,71,72,70,61,74,70,63,57,67,63,68,68,73,78,67,69,68,73,58,58,66,62,67,59,69,66
7f58_N,66,63,56,64,65,57,67,60,61,65,68,68,71,66,63,67,66,61,71,64,67,56,63,65,60,64,56,68,65,63,57,67,67,58,62,66,66,60,63,60,67,56,67,59,71,56,65,61,71,62,68,63,58,77,71,63,60,60,65,61,63,64,66,67,60,52,75,60,62,66,63,67,65,64,61
7f55_N,66,63,56,64,65,57,67,60,61,65,68,68,71,66,63,67,66,61,71,64,67,56,63,65,60,64,56,68,65,63,57,67,67,58,62,66,66,60,63,60,67,56,67,59,71,56,65,61,71,62,68,63,58,77,71,63,60,60,65,61,63,64,66,67,60,52,75,60,62,66,63,67,65,64,61
7f54_N,66,63,56,64,65,57,67,60,61,65,68,68,71,66,63,67,66,61,71,64,67,56,63,65,60,64,56,68,65,63,57,67,67,58,62,66,66,60,63,60,67,56,67,59,71,56,65,61,71,62,68,63,58,77,71,63,60,60,65,61,63,64,66,67,60,52,75,60,62,66,63,67,65,64,61
7f53_N,66,63,56,64,65,57,67,60,61,65,68,68,71,66,63,67,66,61,71,64,67,56,63,65,60,64,56,68,65,63,57,67,67,58,62,66,66,60,63,60,67,56,67,59,71,56,65,61,71,62,68,63,58,77,71,63,60,60,65,61,63,64,66,67,60,52,75,60,62,66,63,67,65,64,61
7d68_N,66,63,56,64,65,57,67,60,61,65,68,68,71,66,63,67,66,61,71,64,67,56,63,65,60,64,56,68,65,63,57,67,67,58,62,66,66,60,63,60,67,56,67,59,71,56,65,61,71,62,68,63,58,77,71,63,60,60,65,61,63,64,66,67,60,52,75,60,62,66,63,67,65,64,61
7cz5_N,66,63,56,64,65,57,67,60,61,65,68,68,71,66,63,67,66,61,71,64,67,56,63,65,60,64,56,68,65,63,57,67,67,58,62,66,66,60,63,60,67,56,67,59,71,56,65,61,71,62,68,63,58,77,71,63,60,60,65,61,63,64,66,67,60,52,75,60,62,66,63,67,65,64,61
6nbi_N,66,63,56,64,65,57,67,60,61,65,68,68,71,66,63,67,66,61,71,64,67,56,63,65,60,64,56,68,65,63,57,67,67,58,62,66,66,60,63,60,67,56,67,59,71,56,65,61,71,62,68,63,58,77,71,63,60,60,65,61,63,64,66,67,60,52,75,60,62,66,63,67,65,64,61
6nbh_N,66,63,56,64,65,57,67,60,61,65,68,68,71,66,63,67,66,61,71,64,67,56,63,65,60,64,56,68,65,63,57,67,67,58,62,66,66,60,63,60,67,56,67,59,71,56,65,61,71,62,68,63,58,77,71,63,60,60,65,61,63,64,66,67,60,52,75,60,62,66,63,67,65,64,61
